Transaction ID,Customer ID,Date,Amount,Product,Amount_Normalized,Name,Email,Age,Location
T01281,C7125,2023-11-29,923.2298020392936,Webcam,0.9224637670920814,Name_7125,22Q91A667125@mrce.in,25.0,Hyderabad
T01282,C3158,2023-08-29,315.4775849973673,Desk,0.30856318851464465,Name_3158,unknown,23.0,Medchal
T01283,C0391,2023-11-27,267.9401080682226,Desk,0.2605447958661482,Name_391,22Q91A66391@mrce.in,24.0,Medchal
T01284,C4431,2023-05-07,626.7170993318676,Chair,0.6229513759507903,Name_4431,22Q91A664431@mrce.in,16.0,Kerala
T01285,C8821,2023-07-12,947.7795365662046,Headphones,0.9472618604718929,Name_8821,unknown,24.0,Medchal
T01286,C7687,,193.86161634091027,Speaker,0.18571688466100708,Name_7687,22Q91A667687@mrce.in,19.0,Visakhapatnam
T01287,C4233,2023-05-02,127.46320873397302,Laptop,0.11864675360510135,Name_4233,22Q91A664233@mrce.in,18.0,Visakhapatnam
T01288,C8008,2023-05-26,844.8633082564622,Speaker,0.8433044740029927,Name_8008,22Q91A668008@mrce.in,18.0,Hyderabad
T01289,C1522,2023-06-01,142.65454292239238,Speaker,0.13399177183148567,Name_1522,22Q91A661522@mrce.in,22.0,Vijayawada
T01290,C9019,2023-06-06,440.79832320078015,Monitor,0.43515174143722374,Name_9019,unknown,25.0,Vijayawada
T01291,C1501,2023-06-05,783.5865625235218,Monitor,0.7814078184187655,Name_1501,22Q91A661501@mrce.in,16.0,Warangal
T01292,C6738,2023-04-12,381.5016634340646,Mouse,0.3752552034769437,Name_6738,unknown,21.0,Guntur
T01293,C3295,2023-12-06,652.9846668380818,Keyboard,0.6494846808696505,Name_3295,22Q91A663295@mrce.in,20.0,Warangal
T01294,C5086,2023-09-09,794.8877507888398,Headphones,0.7928233358289022,Name_5086,22Q91A665086@mrce.in,22.0,Guntur
T01295,C2420,2023-09-24,544.4478038282998,Laptop,0.5398497982146876,Name_2420,22Q91A662420@mrce.in,17.0,Nizamabad
T01296,C9127,2023-11-03,208.0917755847615,Speaker,0.20009100415919506,Name_9127,22Q91A669127@mrce.in,25.0,Nizamabad
T01297,C3043,2023-02-28,233.0414951601991,Keyboard,0.2252931290601221,Name_3043,22Q91A663043@mrce.in,26.0,Nizamabad
T01298,C4498,2023-12-06,983.794071271748,Laptop,0.9836407383648303,Name_4498,22Q91A664498@mrce.in,27.0,Hyderabad
T01299,C1467,2023-04-15,813.1661421670979,Speaker,0.8112866416432245,Name_1467,22Q91A661467@mrce.in,27.0,Visakhapatnam
T01300,C3562,2023-09-26,326.17337406131264,Keyboard,0.3193671821662965,Name_3562,22Q91A663562@mrce.in,17.0,Vijayawada
T01302,C5393,2023-03-29,288.30717560042723,Keyboard,0.28111790805124715,Name_5393,22Q91A665393@mrce.in,17.0,Guntur
T01303,C7694,2023-06-20,822.8450271314068,Mouse,0.8210634436242921,Name_7694,22Q91A667694@mrce.in,27.0,Nizamabad
T01304,C9375,,599.468031428572,Laptop,0.5954266412275683,Name_9375,unknown,17.0,Medchal
T01305,C3224,,693.5423486131349,Desk,0.690452666850271,Name_3224,unknown,19.0,Vijayawada
T01306,C7139,2023-11-15,659.9730336902679,Chair,0.6565437459517158,Name_7139,22Q91A667139@mrce.in,22.0,Nizamabad
T01307,C2668,2023-05-25,856.183524810108,Mouse,0.8547392122022704,Name_2668,22Q91A662668@mrce.in,22.0,Secunderabad
T01308,C7981,2023-11-21,988.0897856489128,Laptop,0.9879799105925854,Name_7981,22Q91A667981@mrce.in,21.0,Hyderabad
T01309,C0131,2023-11-06,634.2949135004641,Desk,0.6306058515281829,Name_131,22Q91A66131@mrce.in,26.0,Warangal
T01310,C2984,2023-08-10,608.6198513733556,Headphones,0.6046710461044189,Name_2984,22Q91A662984@mrce.in,20.0,Medchal
T01311,C4279,2023-01-15,121.05293024307508,Monitor,0.11217162514969456,Name_4279,22Q91A664279@mrce.in,23.0,Medchal
T01312,C7127,2023-05-18,922.3073550477784,Monitor,0.9215319881105839,Name_7127,unknown,21.0,Hyderabad
T01313,C8231,2023-09-07,72.05766903986417,Chair,0.06268070046561586,Name_8231,22Q91A668231@mrce.in,24.0,Hyderabad
T01314,C7695,2023-05-30,680.8775171378555,Keyboard,0.6776597108523443,Name_7695,22Q91A667695@mrce.in,18.0,Secunderabad
T01315,C6641,2023-12-17,745.3786867706498,Cable,0.7428134104130357,Name_6641,22Q91A666641@mrce.in,17.0,Kerala
T01316,C5469,2023-09-26,338.9042240549294,Keyboard,0.33222682456283703,Name_5469,22Q91A665469@mrce.in,27.0,Nizamabad
T01317,C0921,2023-03-22,112.52035145185654,Cable,0.10355272601645574,Name_921,22Q91A66921@mrce.in,16.0,Visakhapatnam
T01318,C7565,2023-03-06,430.5852439077167,Headphones,0.42483534091862823,Name_7565,22Q91A667565@mrce.in,26.0,Vijayawada
T01319,C8685,2023-05-22,247.4368902587421,Headphones,0.23983415603137656,Name_8685,22Q91A668685@mrce.in,21.0,Karimnagar
T01320,C9324,2023-10-27,597.9999019290942,Laptop,0.5939436593084849,Name_9324,22Q91A669324@mrce.in,26.0,Visakhapatnam
T01321,C8503,2023-09-04,44.54961355822599,Desk,0.03489435810077522,Name_8503,22Q91A668503@mrce.in,17.0,Medchal
T01322,C8931,2023-07-12,57.68026689806037,Mouse,0.04815784847792013,Name_8931,22Q91A668931@mrce.in,18.0,Kerala
T01323,C3242,2023-10-10,577.0871017792679,Speaker,0.5728192935692036,Name_3242,22Q91A663242@mrce.in,25.0,Karimnagar
T01324,C0546,2023-09-11,146.73583718727568,Desk,0.13811435475311043,Name_546,22Q91A66546@mrce.in,22.0,Karimnagar
T01325,C4347,2023-06-22,365.7168182962883,Speaker,0.35931067001230044,Name_4347,22Q91A664347@mrce.in,24.0,Vijayawada
T01326,C9997,2023-11-09,876.2355601855803,Monitor,0.8749941051890425,Name_9997,22Q91A669997@mrce.in,24.0,Warangal
T01327,C3811,2023-10-05,34.46202844202364,Mouse,0.024704721328362503,Name_3811,22Q91A663811@mrce.in,16.0,Vijayawada
T01328,C7207,2023-10-17,158.0651441842426,Desk,0.14955827535972105,Name_7207,22Q91A667207@mrce.in,26.0,Medchal
T01329,C9006,2023-11-02,906.2018546653238,Headphones,0.9052635554733633,Name_9006,22Q91A669006@mrce.in,18.0,Guntur
T01330,C2033,2023-11-06,386.4175377576322,Monitor,0.3802208095361708,Name_2033,22Q91A662033@mrce.in,17.0,Medchal
T01331,C8437,2023-07-05,373.0394248714374,Monitor,0.36670735617341216,Name_8437,22Q91A668437@mrce.in,21.0,Warangal
T01332,C0272,2023-12-22,557.7287082586615,Speaker,0.5532650597064745,Name_272,22Q91A66272@mrce.in,17.0,Hyderabad
T01333,C3512,2023-08-12,445.1103894177021,Chair,0.43950743092909766,Name_3512,unknown,22.0,Medchal
T01334,C1772,2023-03-03,776.5489600596629,Desk,0.7742990196300268,Name_1772,22Q91A661772@mrce.in,18.0,Karimnagar
T01335,C9455,2023-03-25,288.3549806525021,Keyboard,0.28116619672598125,Name_9455,22Q91A669455@mrce.in,18.0,Kerala
T01336,C4362,2023-01-27,159.69979514048012,Speaker,0.15120946335980884,Name_4362,22Q91A664362@mrce.in,23.0,Nizamabad
T01337,C7070,2023-11-16,559.1007096825526,Speaker,0.5546509410645638,Name_7070,22Q91A667070@mrce.in,17.0,Nizamabad
T01338,C0921,2023-05-11,476.0153772418191,Laptop,0.4707250709049717,Name_921,22Q91A66921@mrce.in,16.0,Visakhapatnam
T01339,C8191,2023-05-07,365.9337512106274,Monitor,0.3595297975414002,Name_8191,22Q91A668191@mrce.in,,Warangal
T01340,C3431,2023-01-11,383.886993098126,Desk,0.37766466447075564,Name_3431,22Q91A663431@mrce.in,23.0,Hyderabad
T01341,C4436,2023-10-07,911.2207878491868,Monitor,0.91033326299399,Name_4436,22Q91A664436@mrce.in,24.0,Medchal
T01342,C3761,2023-10-12,795.6189921627936,Monitor,0.7935619748498093,Name_3761,22Q91A663761@mrce.in,20.0,Warangal
T01343,C2051,2023-07-16,207.9830723409721,Desk,0.19998120121255938,Name_2051,22Q91A662051@mrce.in,26.0,Visakhapatnam
T01344,C1166,2023-08-13,448.68999998865775,Cable,0.4431232548437968,Name_1166,22Q91A661166@mrce.in,22.0,Secunderabad
T01345,C8568,2023-09-21,755.7032841330454,Cable,0.75324245718016,Name_8568,22Q91A668568@mrce.in,17.0,Nizamabad
T01346,C2034,2023-10-02,523.6329202924879,Monitor,0.5188243396686838,Name_2034,22Q91A662034@mrce.in,26.0,Nizamabad
T01347,C6468,2023-03-09,934.399981877702,Laptop,0.9337469507207474,Name_6468,unknown,20.0,Visakhapatnam
T01348,C0146,2023-08-21,714.3694169928383,Desk,0.7114904335088659,Name_146,unknown,27.0,Karimnagar
T01349,C4389,2023-04-09,149.02284053744046,Speaker,0.14042449470900933,Name_4389,unknown,16.0,Kerala
T01350,C7833,2023-08-10,405.504597765698,Monitor,0.399500964924704,Name_7833,22Q91A667833@mrce.in,16.0,Karimnagar
T01351,C8624,2023-05-04,858.5899798340871,Mouse,0.857170012271963,Name_8624,22Q91A668624@mrce.in,19.0,Vijayawada
T01352,C8897,2023-10-31,406.9959052461807,Cable,0.4010073593062189,Name_8897,22Q91A668897@mrce.in,24.0,Karimnagar
T01353,C8174,2023-04-12,514.5629654516085,Speaker,0.5096626280889415,Name_8174,22Q91A668174@mrce.in,18.0,Warangal
T01354,C2633,2023-11-16,816.9809396124222,Webcam,0.8151400317143277,Name_2633,unknown,21.0,Vijayawada
T01355,C4495,2023-09-21,29.87977419268504,Desk,0.02007611043073443,Name_4495,22Q91A664495@mrce.in,23.0,Vijayawada
T01356,C8057,2023-12-31,86.90334133001987,Chair,0.07767655988453576,Name_8057,22Q91A668057@mrce.in,19.0,Medchal
T01357,C7512,2023-08-18,272.40370354296164,Laptop,0.2650535475706095,Name_7512,22Q91A667512@mrce.in,27.0,Vijayawada
T01358,C9156,2023-05-03,768.42878360961,Laptop,0.7660966949308238,Name_9156,22Q91A669156@mrce.in,16.0,Nizamabad
T01359,C1829,2023-08-15,283.37334173700924,Keyboard,0.276134160763414,Name_1829,22Q91A661829@mrce.in,17.0,Visakhapatnam
T01360,C9131,2023-08-16,419.7844207425595,Keyboard,0.413925250582018,Name_9131,22Q91A669131@mrce.in,16.0,Secunderabad
T01361,C4806,2023-06-02,350.61620371588896,Mouse,0.34405728916425904,Name_4806,22Q91A664806@mrce.in,19.0,Guntur
T01362,C0807,2023-11-05,802.2854755284126,Webcam,0.8002959000918262,Name_807,22Q91A66807@mrce.in,26.0,Karimnagar
T01363,C9656,2023-11-01,610.6641159521397,Cable,0.6067359916076853,Name_9656,22Q91A669656@mrce.in,22.0,Kerala
T01364,C7487,2023-11-24,225.17484908164164,Cable,0.21734689958753228,Name_7487,22Q91A667487@mrce.in,25.0,Medchal
T01365,C8203,2023-05-29,884.4923851693617,Mouse,0.8833344608350118,Name_8203,22Q91A668203@mrce.in,24.0,Vijayawada
T01366,C1869,2023-11-03,20.7955312803358,Keyboard,0.010899966233395442,Name_1869,22Q91A661869@mrce.in,25.0,Medchal
T01367,C7879,2023-01-09,423.88226173045575,Keyboard,0.4180645476225655,Name_7879,22Q91A667879@mrce.in,18.0,Hyderabad
T01368,C5691,,798.5880272327332,Desk,0.7965610463400362,Name_5691,22Q91A665691@mrce.in,19.0,Warangal
T01369,C7828,2023-08-12,465.4011753723686,Webcam,0.4600034898295317,Name_7828,22Q91A667828@mrce.in,,Visakhapatnam
T01370,C5430,2023-01-23,288.4770699586975,Monitor,0.28128952115592126,Name_5430,22Q91A665430@mrce.in,19.0,Medchal
T01371,C9077,2023-07-11,919.4314313054788,Laptop,0.9186269699142939,Name_9077,22Q91A669077@mrce.in,24.0,Hyderabad
T01372,C3565,2023-08-15,671.4065506707633,Laptop,0.6680929307883658,Name_3565,22Q91A663565@mrce.in,16.0,Nizamabad
T01373,C1390,,546.3572214509475,Cable,0.5417785325745467,Name_1390,22Q91A661390@mrce.in,23.0,Secunderabad
T01374,C7275,2023-04-02,928.0643018465296,Laptop,0.9273471754048312,Name_7275,22Q91A667275@mrce.in,23.0,Visakhapatnam
T01375,C0825,2023-01-15,909.9496242233482,Speaker,0.9090492395655488,Name_825,22Q91A66825@mrce.in,21.0,Nizamabad
T01376,C2266,2023-11-04,352.22847329775,Desk,0.34568586936746215,Name_2266,22Q91A662266@mrce.in,25.0,Visakhapatnam
T01377,C0937,2023-06-28,355.7070270168336,Speaker,0.3491996140826226,Name_937,unknown,18.0,Warangal
T01378,C6403,2023-01-04,301.1034335798438,Laptop,0.29404362013737523,Name_6403,22Q91A666403@mrce.in,20.0,Nizamabad
T01379,C3846,2023-04-11,290.52129653632824,Cable,0.2833544282735934,Name_3846,22Q91A663846@mrce.in,23.0,Nizamabad
T01380,C1797,2023-05-10,152.00300777271133,Headphones,0.14343481098378172,Name_1797,22Q91A661797@mrce.in,16.0,Kerala
T01381,C8246,2023-01-07,644.3463211385623,Speaker,0.6407589448308775,Name_8246,22Q91A668246@mrce.in,20.0,Secunderabad
T01382,C7215,2023-07-03,306.77730334114574,Keyboard,0.29977488994037127,Name_7215,22Q91A667215@mrce.in,22.0,Kerala
T01383,C0727,2023-11-27,453.6905729994776,Headphones,0.4481744164495951,Name_727,22Q91A66727@mrce.in,16.0,Guntur
T01384,C2737,2023-11-28,481.8657855845236,Keyboard,0.47663466525245357,Name_2737,22Q91A662737@mrce.in,16.0,Visakhapatnam
T01385,C1914,2023-02-04,673.1870171300276,Monitor,0.6698914094427098,Name_1914,22Q91A661914@mrce.in,16.0,Visakhapatnam
T01386,C9789,2023-08-20,826.845599683079,Speaker,0.8251044882066816,Name_9789,22Q91A669789@mrce.in,19.0,Vijayawada
T01387,C7658,2023-06-03,969.2794082519716,Keyboard,0.968979236891307,Name_7658,22Q91A667658@mrce.in,18.0,Kerala
T01388,C2467,2023-03-05,444.8819404632873,Keyboard,0.43927667085721633,Name_2467,22Q91A662467@mrce.in,17.0,Hyderabad
T01390,C7313,2023-02-25,537.7032476608603,Cable,0.5330370103426961,Name_7313,22Q91A667313@mrce.in,23.0,Medchal
T01391,C8195,2023-08-17,934.9815786469852,Keyboard,0.9343344312484196,Name_8195,22Q91A668195@mrce.in,16.0,Nizamabad
T01392,C7907,2023-11-07,762.5888580958853,Webcam,0.7601976894624859,Name_7907,22Q91A667907@mrce.in,26.0,Vijayawada
T01393,C4877,2023-09-10,688.9687368147195,Chair,0.685832785835436,Name_4877,22Q91A664877@mrce.in,26.0,Guntur
T01394,C7288,2023-10-20,423.5311447795899,Chair,0.417709878576134,Name_7288,22Q91A667288@mrce.in,25.0,Kerala
T01395,C0893,2023-02-21,310.5556012606865,Chair,0.30359141123606237,Name_893,22Q91A66893@mrce.in,27.0,Hyderabad
T01397,C1934,2023-12-08,584.8487101363069,Laptop,0.5806594226999033,Name_1934,22Q91A661934@mrce.in,,Kerala
T01398,C1381,2023-12-06,87.3804249672433,Desk,0.078158469966817,Name_1381,22Q91A661381@mrce.in,23.0,Hyderabad
T01399,C1291,2023-12-29,440.7472844242963,Desk,0.4351001863239149,Name_1291,22Q91A661291@mrce.in,26.0,Medchal
T01400,C1641,2023-06-29,153.60633363936606,Mouse,0.14505435699215047,Name_1641,22Q91A661641@mrce.in,27.0,Vijayawada
T01401,C7491,2023-03-18,37.30515764467236,Speaker,0.02757661321708605,Name_7491,22Q91A667491@mrce.in,,Karimnagar
T01402,C9180,2023-08-03,992.2422359832486,Keyboard,0.9921743694382814,Name_9180,unknown,18.0,Warangal
T01403,C1219,2023-08-11,546.9335686602723,Laptop,0.5423607104347742,Name_1219,22Q91A661219@mrce.in,,Vijayawada
T01404,C5017,2023-06-03,814.2745369336371,Desk,0.8124062495514975,Name_5017,unknown,22.0,Secunderabad
T01405,C6882,2023-02-14,455.80629443941007,Headphones,0.4503115417116057,Name_6882,22Q91A666882@mrce.in,18.0,Vijayawada
T01406,C9548,2023-12-18,638.8134431455713,Webcam,0.6351700931478219,Name_9548,unknown,25.0,Medchal
T01407,C9753,2023-01-21,990.4713648523044,Chair,0.9903855831839685,Name_9753,22Q91A669753@mrce.in,17.0,Hyderabad
T01408,C9611,2023-03-22,658.0105193133649,Laptop,0.6545613776811213,Name_9611,22Q91A669611@mrce.in,21.0,Nizamabad
T01409,C0955,2023-02-22,171.11235819716543,Keyboard,0.1627374822910294,Name_955,22Q91A66955@mrce.in,26.0,Guntur
T01410,C9176,2023-06-06,788.7016897546516,Speaker,0.7865746931394729,Name_9176,22Q91A669176@mrce.in,24.0,Medchal
T01411,C7292,2023-05-27,930.0558091546354,Webcam,0.9293588299153454,Name_7292,unknown,22.0,Secunderabad
T01412,C0975,2023-07-01,329.0904294683978,Laptop,0.3223137481383108,Name_975,unknown,26.0,Hyderabad
T01413,C4134,2023-03-19,231.3646958145264,Laptop,0.2235993662739047,Name_4134,22Q91A664134@mrce.in,25.0,Guntur
T01414,C5371,2023-04-29,272.13030477794,Monitor,0.2647773829506826,Name_5371,22Q91A665371@mrce.in,17.0,Visakhapatnam
T01415,C3973,2023-12-25,175.30421850309807,Speaker,0.1669717498016493,Name_3973,22Q91A663973@mrce.in,17.0,Kerala
T01416,C5296,2023-12-09,219.5058902663993,Speaker,0.21162059041247444,Name_5296,22Q91A665296@mrce.in,26.0,Hyderabad
T01418,C8229,2023-01-02,374.5675111132205,Keyboard,0.36825090139075883,Name_8229,22Q91A668229@mrce.in,24.0,Visakhapatnam
T01419,C9904,2023-04-25,887.3528274267386,Monitor,0.8862238409270139,Name_9904,22Q91A669904@mrce.in,20.0,Medchal
T01421,C8988,2023-12-24,919.0891305080077,Laptop,0.9182812062103985,Name_8988,22Q91A668988@mrce.in,19.0,Karimnagar
T01422,C4037,2023-03-03,141.82147266296906,Mouse,0.13315027376711852,Name_4037,22Q91A664037@mrce.in,17.0,Secunderabad
T01423,C5069,2023-04-07,43.46693722885262,Mouse,0.03380072881177082,Name_5069,22Q91A665069@mrce.in,21.0,Secunderabad
T01424,C5234,2023-05-15,785.1354090082298,Mouse,0.7829723339012722,Name_5234,22Q91A665234@mrce.in,17.0,Nizamabad
T01425,C9517,2023-04-08,770.0128046003881,Speaker,0.7676967407643882,Name_9517,22Q91A669517@mrce.in,27.0,Karimnagar
T01426,C0318,2023-08-03,701.1140031685825,Headphones,0.6981009205004212,Name_318,22Q91A66318@mrce.in,20.0,Kerala
T01427,C2397,2023-03-25,427.21729696416793,Webcam,0.42143332193904126,Name_2397,22Q91A662397@mrce.in,26.0,Vijayawada
T01428,C2163,2023-06-06,207.6869957264701,Speaker,0.19968212932133586,Name_2163,22Q91A662163@mrce.in,23.0,Warangal
T01429,C2746,2023-04-17,237.95318950103152,Desk,0.23025451284956952,Name_2746,22Q91A662746@mrce.in,16.0,Warangal
T01430,C1592,2023-12-23,803.0668690252971,Webcam,0.8010851986026056,Name_1592,22Q91A661592@mrce.in,18.0,Nizamabad
T01431,C6184,2023-05-11,941.6997226573524,Desk,0.9411205397631771,Name_6184,22Q91A666184@mrce.in,19.0,Karimnagar
T01432,C3931,2023-01-22,951.7836322041228,Monitor,0.9513064637820405,Name_3931,22Q91A663931@mrce.in,26.0,Guntur
T01433,C1313,2023-03-25,380.7393636459169,Chair,0.37448519183754386,Name_1313,22Q91A661313@mrce.in,24.0,Warangal
T01434,C9478,2023-03-30,655.5348775799832,Mouse,0.652060690970556,Name_9478,22Q91A669478@mrce.in,24.0,Vijayawada
T01435,C4312,2023-08-14,314.7678330213165,Desk,0.30784625629041557,Name_4312,22Q91A664312@mrce.in,24.0,Karimnagar
T01436,C7315,2023-04-16,854.5876691810995,Keyboard,0.8531272120046524,Name_7315,unknown,27.0,Kerala
T01438,C3240,2023-12-25,862.2895918478914,Monitor,0.8609070516312614,Name_3240,22Q91A663240@mrce.in,23.0,Warangal
T01439,C2140,2023-04-11,748.6306880602758,Webcam,0.7460983107675798,Name_2140,22Q91A662140@mrce.in,23.0,Warangal
T01440,C1705,2023-10-23,253.7815335572037,Cable,0.2462429852920098,Name_1705,22Q91A661705@mrce.in,19.0,Karimnagar
T01441,C6925,2023-05-28,40.50298727926307,Desk,0.03080679388581716,Name_6925,22Q91A666925@mrce.in,16.0,Visakhapatnam
T01442,C0363,2023-08-18,983.3467539345904,Chair,0.9831888957151641,Name_363,22Q91A66363@mrce.in,,Warangal
T01443,C2605,2023-03-28,460.09279206152615,Cable,0.4546414039424601,Name_2605,unknown,19.0,Nizamabad
T01444,C9909,2023-01-11,281.8908770425662,Chair,0.27463669862651097,Name_9909,22Q91A669909@mrce.in,25.0,Nizamabad
T01445,C4287,2023-05-16,813.6222011605046,Laptop,0.8117473143846264,Name_4287,22Q91A664287@mrce.in,,Vijayawada
T01446,C3739,2023-04-03,179.56469884551993,Speaker,0.17127533154744842,Name_3739,22Q91A663739@mrce.in,23.0,Karimnagar
T01447,C2470,2023-10-19,511.9381511123461,Desk,0.5070112596589348,Name_2470,22Q91A662470@mrce.in,26.0,Kerala
T01448,C4796,2023-06-02,425.0486827860803,Mouse,0.4192427688463367,Name_4796,22Q91A664796@mrce.in,21.0,Karimnagar
T01449,C6151,2023-12-20,135.33224929485783,Keyboard,0.1265954017839417,Name_6151,22Q91A666151@mrce.in,27.0,Hyderabad
T01450,C0557,,678.4690391942902,Monitor,0.6752268673980789,Name_557,22Q91A66557@mrce.in,19.0,Visakhapatnam
T01451,C9018,2023-03-03,884.2692243822793,Speaker,0.883109042428523,Name_9018,22Q91A669018@mrce.in,19.0,Secunderabad
T01452,C2809,2023-12-27,929.4651877974844,Headphones,0.9287622335020242,Name_2809,22Q91A662809@mrce.in,18.0,Secunderabad
T01453,C5151,2023-03-28,560.4960571154372,Monitor,0.5560604046129383,Name_5151,22Q91A665151@mrce.in,16.0,Vijayawada
T01454,C7562,2023-07-30,24.640528576877237,Webcam,0.014783861674311012,Name_7562,22Q91A667562@mrce.in,22.0,Warangal
T01455,C2720,2023-03-24,392.6528322458858,Webcam,0.38651918375283867,Name_2720,unknown,22.0,Guntur
T01456,C6507,2023-08-15,554.1032021924038,Monitor,0.5496028759919591,Name_6507,22Q91A666507@mrce.in,26.0,Nizamabad
T01457,C3742,2023-01-12,968.6466469496728,Monitor,0.9683400742215708,Name_3742,22Q91A663742@mrce.in,18.0,Visakhapatnam
T01458,C9767,2023-12-25,449.6568082901036,Desk,0.4440998439190615,Name_9767,22Q91A669767@mrce.in,25.0,Vijayawada
T01459,C3999,2023-06-02,358.6920358346754,Headphones,0.3522148209201246,Name_3999,22Q91A663999@mrce.in,18.0,Vijayawada
T01460,C2404,2023-01-05,923.7167801067212,Speaker,0.9229556717021599,Name_2404,22Q91A662404@mrce.in,21.0,Nizamabad
T01461,C8781,2023-03-17,447.0953749216467,Headphones,0.44151249765722994,Name_8781,22Q91A668781@mrce.in,,Medchal
T01462,C9740,2023-01-04,956.5821144201884,Monitor,0.9561534901295118,Name_9740,22Q91A669740@mrce.in,25.0,Hyderabad
T01463,C0295,2023-03-24,324.75834813995505,Speaker,0.31793784105084716,Name_295,22Q91A66295@mrce.in,17.0,Hyderabad
T01464,C5344,2023-12-28,748.1915028286371,Headphones,0.7456546824923628,Name_5344,22Q91A665344@mrce.in,22.0,Visakhapatnam
T01465,C9883,2023-02-04,845.0136828018773,Keyboard,0.8434563698214612,Name_9883,22Q91A669883@mrce.in,18.0,Hyderabad
T01466,C1137,2023-08-30,888.1366337660595,Mouse,0.887015576689894,Name_1137,22Q91A661137@mrce.in,21.0,Visakhapatnam
T01467,C2065,2023-05-24,304.0659147396295,Webcam,0.2970360714144254,Name_2065,unknown,16.0,Nizamabad
T01468,C7010,2023-03-21,984.1348786741056,Laptop,0.9839849935655915,Name_7010,22Q91A667010@mrce.in,20.0,Secunderabad
T01469,C4544,2023-03-16,745.2978929163368,Mouse,0.7427317992028789,Name_4544,22Q91A664544@mrce.in,22.0,Nizamabad
T01470,C1008,2023-10-26,159.9137002426381,Webcam,0.151425532445685,Name_1008,22Q91A661008@mrce.in,22.0,Guntur
T01471,C5446,2023-10-11,761.9055808338267,Laptop,0.7595074997852714,Name_5446,22Q91A665446@mrce.in,25.0,Warangal
T01472,C5353,2023-08-03,835.5629256425585,Laptop,0.8339100035139231,Name_5353,22Q91A665353@mrce.in,,Nizamabad
T01474,C1436,2023-08-26,178.27545465782276,Headphones,0.16997304464406673,Name_1436,unknown,22.0,Medchal
T01475,C0572,2023-12-03,139.60062641805496,Monitor,0.13090696019876957,Name_572,22Q91A66572@mrce.in,22.0,Kerala
T01476,C2383,2023-01-19,500.9828099452741,Mouse,0.4959450881298317,Name_2383,22Q91A662383@mrce.in,18.0,Guntur
T01477,C9438,2023-03-15,719.4486556743975,Mouse,0.7166210566113513,Name_9438,22Q91A669438@mrce.in,23.0,Warangal
T01478,C5085,2023-02-24,385.1763849474977,Keyboard,0.37896710052963994,Name_5085,22Q91A665085@mrce.in,19.0,Guntur
T01479,C0278,2023-03-24,67.56509604572551,Laptop,0.05814267808895241,Name_278,22Q91A66278@mrce.in,26.0,Karimnagar
T01480,C7060,2023-06-13,366.0908296992514,Keyboard,0.3596884651239187,Name_7060,22Q91A667060@mrce.in,25.0,Visakhapatnam
T01481,C1888,2023-11-14,704.9267248488999,Mouse,0.701952213806917,Name_1888,22Q91A661888@mrce.in,27.0,Kerala
T01482,C1266,2023-12-29,106.73481077064962,Speaker,0.09770865556803612,Name_1266,unknown,16.0,Nizamabad
T01483,C7492,2023-06-16,561.0832436807639,Monitor,0.5566535314861588,Name_7492,22Q91A667492@mrce.in,18.0,Karimnagar
T01484,C1041,2023-04-26,607.7746557175755,Speaker,0.6038172999763999,Name_1041,22Q91A661041@mrce.in,16.0,Warangal
T01485,C9110,2023-10-24,654.4665929216162,Speaker,0.6509815989467556,Name_9110,22Q91A669110@mrce.in,20.0,Guntur
T01486,C8074,2023-07-07,352.4337779346308,Laptop,0.3458932509809415,Name_8074,22Q91A668074@mrce.in,20.0,Hyderabad
T01487,C9078,2023-09-12,928.0880342962636,Mouse,0.9273711479453078,Name_9078,22Q91A669078@mrce.in,18.0,Nizamabad
T01488,C2753,2023-12-08,995.0226015773052,Laptop,0.9949828627666246,Name_2753,22Q91A662753@mrce.in,22.0,Hyderabad
T01489,C8214,2023-11-18,838.566716088644,Speaker,0.8369441819851305,Name_8214,22Q91A668214@mrce.in,25.0,Warangal
T01490,C4570,,118.06809144134156,Laptop,0.1091565900482789,Name_4570,22Q91A664570@mrce.in,21.0,Medchal
T01491,C6354,2023-01-19,275.2358565419398,Headphones,0.2679143522142437,Name_6354,22Q91A666354@mrce.in,19.0,Secunderabad
T01492,C2354,2023-11-07,209.2049637792904,Headphones,0.20121545398845783,Name_2354,22Q91A662354@mrce.in,18.0,Hyderabad
T01493,C7438,2023-10-29,62.3818169124922,Monitor,0.052906962003360945,Name_7438,22Q91A667438@mrce.in,27.0,Medchal
T01494,C4800,2023-01-04,897.2585130179585,Chair,0.8962297379770555,Name_4800,22Q91A664800@mrce.in,22.0,Medchal
T01495,C0687,2023-07-09,196.39311852614367,Monitor,0.18827399693901561,Name_687,22Q91A66687@mrce.in,18.0,Secunderabad
T01496,C8477,2023-10-08,382.43794397871966,Desk,0.3762009559595461,Name_8477,unknown,20.0,Nizamabad
T01497,C4812,2023-03-04,381.261082522452,Desk,0.3750121887141963,Name_4812,22Q91A664812@mrce.in,16.0,Vijayawada
T01498,C8955,2023-09-26,779.4137993157887,Mouse,0.7771928412032776,Name_8955,22Q91A668955@mrce.in,21.0,Secunderabad
T01499,C5347,2023-09-11,453.4740197173812,Chair,0.44795567239331036,Name_5347,unknown,16.0,Nizamabad
